(793 % 8388608,1 % 2)
(15495033258746372860347780350717752307438056476925855976140539534663276820214821 % 715369517728864714553302664060975867713722877118930152317099103756790654611216679514,2146 % 4293)
(15622795288884187846322156218129074914589211215575383070028990135426967213077649 % 723074196263446528603134680785156902898287946965752195116871873783564567565917968750,2147 % 4295)
(15751470236981256627092896928197380028932929377560290189847884647919729190363721 % 730858210803710623284107002202792900557239801741603666983626511371538086469622482546,2148 % 4297)
(15881063117870221183074683916147984441528851376486640713588171514087874991095401 % 738722340784325886869247084688229233937541295609353742977313764693752549173438257798,2149 % 4299)
(16011578956321160812323532864165072893760536715455241308065035193576138843933101 % 746667372929446571536387685362550631411862589579305303297261295117251554334150137802,2150 % 4301)
(16143022786801747553520144931641275227433699052081480741660383556043106606042401 % 754694101317446641341323079944044949179196741483147099175779644443798376052346837854,2151 % 4303)
(16275399653232626991662258637558633206189573574723673973257694234964666325479889 % 762803327446198483495333768475064009404590453140202254677153432716870307922363281250,2152 % 4305)
(16408714608737964662673181882947090251652214356705410556363713117606274830091961 % 770995860298900304269450473745574710014563221094034480676985151046897233622443504886,2153 % 4307)
(16542972715391097663345161628352062492043165512011914558419594088903477810281781 % 779272516410456563118870358664292545957438629534105383222523495729090624864711513658,2154 % 4309)
(16678179043955230457838075373246749668844290337966530852453942431404221753071921 % 787634119934415831117808684823151572653313329160226926826553407706907272566596726862,2155 % 4311)
(16814338673619113251303333342179101659267754821500228657834213623320074535630681 % 796081502710470492519241877211059394619495360819058195603287954007543460006618899794,2156 % 4313)
(16951456691727640675056788385486815670148158342635099133043425808518914014280329 % 804615504332522741206956354463521950451909792592100036980305398398566246032714843750,2157 % 4315)
(17089538193507307896039481015022312790796720581815127919580601585790629096397501 % 813236972217321356990553717983797322158735190379517538947433020249781274174530995626,2158 % 4317)
(17228588281786460626037510462147677009177186310196337904348067398745189713799361 % 821946761673673780109078187524280619028488916927103745791897529893697908747798880318,2159 % 4319)
(17368612066710274863238219715075052199862750992473432930627609250623290278883041 % 830745735972238035957236829598530540415306308698714481912514578664493379234576429122,2160 % 4321)
(17509614665450401550134901530832713457343369863421464726523934376851352942963161 % 839634766415899095931296586778404516700018281210960127370550935219246757270101317334,2161 % 4323)
(17651601201909210677511747606712115529213789742582604297823236491156181468454469 % 848614732410734294411193004009041522253680481724733510873193154111504554748535156250,2162 % 4325)
(17794576806418568704199832427019232874398255287312718108296652415231867732773841 % 857686521537572456252711722386765294473489490799383497199707256656072981760215806766,2163 % 4327)
(17938546615433082496448286548236963240054916456225985663519173874682926679745641 % 866851029624151423760352419070790309546598170040557968409953890909333091947144009778,2164 % 4329)
(18083515771217742319056890775331932402080522230293680910921077671308827814945961 % 876109160817878706949212401412489625050722062138603591362078939456753255261748096582,2165 % 4331)
(18229489421529895732821210045533091613191104483703189501642280505439587336123341 % 885461827659200015984499392872539879483692592477224861562748211488848683727743342474,2166 % 4333)
(18376472719295483569302856753409594958188868998784868398221590448979486315827809 % 894909951155580470011675500640434895300748682078440108290649526909899711608886718750,2167 % 4335)
(18524470822279468464408974181616860046744906027758605778792273610337426734314481 % 904454460856103312160331749304925142232668690891000955662376575688331145142219990306,2168 % 4337)
(18673488892750385736699679602581034832888877726009363033014973687446557959568121 % 914096294926690996322289269947425217531873969753959072579515502388746949973132154038,2169 % 4339)
(18823532097138945694692790850184459949683688571306381807757630570132009674340181 % 923836400225953547370723220498226389171426684849178339693558625926200542931492981242,2170 % 4341)
(18974605605690615749654134389952143073128802474048968570574789371575258239044721 % 933675732381669132803922407676227709291153703525931867834715903710287885445799027214,2171 % 4343)
(19126714592112109996401216987228077044390810152645961643808984892045080142825849 % 943615255867901820366254719239697874022372008753518719487731506521916389465332031250,2172 % 4345)
(19279864233211713204459819885215464984449315589138559663772934956009333154462921 % 953655944082761533021638956768324943839910375128245450573911888863725178837520798246,2173 % 4347)
(19434059708533365435448587770901138570283288865593890193149290731686195488814301 % 963798779426811249732970400360012188615310760124673961520169059006767410930066165098,2174 % 4349)
(19589306199984432769777037297988330786770031931633729660466850755258480897395201 % 974044753382126537836163225921289376391756465804006088790753415234496214478090735102,2175 % 4351)
(19745608891457088886578360716033414410066876695932102096653322562465267473260801 % 984394866592012540391420448226313110032092574161771158051145770368001354959291223554,2176 % 4353)
(19902972968443231495210362802430896766028691434869550076818191306692735779224089 % 994850128941383579748694075298932075397003590037184574857463936298155784606933593750,2177 % 4355)
(20061403617642856864595909610654387414651044792197172810197337411147773101762661 % 1005411559637810576680737365518900348571300346151558745075695471299105474732174682586,2178 % 4357)
(20220906026565814938088101356310676439239564339341094417840246938391820732881681 % 1016080187293241522817370304219102088393423712105373408724722487687128373149262494958,2179 % 4359)
(20381485383126866756384372688323844031517052021722165383115651732698949439440521 % 1026857050006400282760281635795262721162381665706746090937523617722088495422375410162,2180 % 4361)
(20543146875233965139226880837682352727715500972847374048707636984225711504655081 % 1037743195445869041170589179312715409042978226699771511067902688263771264052115583494,2181 % 4363)
(20705895690369678798162518236574363439149630249390307425347848032262282472898029 % 1048739680933859749303198159952885209734716081689761838147701698422837257385253906250,2182 % 4365)
(20869737015165679267442974772370918064397549221051438185825429732839160951607201 % 1059847573530679964914468662651294172386399601173106354660340837979283600430701295326,2183 % 4367)
(21034676034970209248171408312830266558069984179718787523438346013123374492767761 % 1071067950119898519194572189754417633701115815234500503638398794750398558856867195618,2184 % 4369)
(21200717933408450161995029473311321001501479437148501252083928255715315163555641 % 1082401897494216484374938245117449996826249367209215544963545230876972344493471458422,2185 % 4371)
(21367867891935705904949470996242014717893508363076767477423418164956422980211061 % 1093850512442048955936129925837190315037135332598197637924382248362692978199384559034,2186 % 4373)
(21536131089383318979428028714542638985884317237730457560642897626106365579573169 % 1105414901834823203894118280086477652785588096651103739986865548416972160339355468750,2187 % 4375)
(21705512701497234362623194626500156525689936216956327449826775064870106297990041 % 1117096182714998788475034891027387377416547530071001486108296063861689893413627488466,2188 % 4377)
(21876017900469125643115445155266483824604482636383488678036476206199612695820041 % 1128895482384815276601867642129276544826459384472472075565793582380650647989991919078,2189 % 4379)
(22047651854459997123510716175003141209630942540713479008551040592200105563320061 % 1140813938495773237013033500605612851166903170012211979597689145749231653674209731882,2190 % 4381)
(22220419727116174746098730410004893152453629415210003070656800417934280079762241 % 1152852699138854233514132796949311415403442344256910373909046307233802119313611402174,2191 % 4383)
(22394326677077597850364302112056356713145797689349148214915487845322735892575009 % 1165012922935485577832291094501695737638417188789369051360428433650326728820800781250,2192 % 4385)
